Semester: Fall 2023; Course: Course; Title: Title; Units: Units; Lec/Sec: Lec/Sec; Days: Days; Begin: Begin; End: End; Bldg/Room: Bldg/Room; Location: Location; Instructor(s): Instructor(s); 
Semester: Fall 2023; Course: 48718; Title: Urban Design Studio III; Units: 18.0; Lec/Sec: A; Days: TR; Begin: 01:00PM; End: 04:50PM; Bldg/Room: MM 312; Location: Pittsburgh, Pennsylvania; Instructor(s): Gruber; 
Semester: Fall 2023; Course: 48725; Title: Graduate Real Estate Development; Units: VAR; Lec/Sec: A; Days: TR; Begin: 08:00AM; End: 09:20AM; Bldg/Room: WEH 5415; Location: Pittsburgh, Pennsylvania; Instructor(s): Vavasis; 
Semester: Fall 2023; Course: 48727; Title: Inquiry into Computational Design; Units: 9.0; Lec/Sec: A; Days: W; Begin: 09:00AM; End: 11:50AM; Bldg/Room: MM 303; Location: Pittsburgh, Pennsylvania; Instructor(s): Cardoso Llach; 
Semester: Fall 2023; Course: 48729; Title: Sustainability, Health and Productivity to Accelerate a Quality Built Environmen; Units: 9-12; Lec/Sec: A; Days: TR; Begin: 09:30AM; End: 10:50AM; Bldg/Room: MM 415IW; Location: Pittsburgh, Pennsylvania; Instructor(s): Loftness; 
Semester: Fall 2023; Course: 48731; Title: Sustainable Design Synthesis Prep; Units: 1-18; Lec/Sec: A; Days: F; Begin: 09:30AM; End: 11:50AM; Bldg/Room: MM 415IW; Location: Pittsburgh, Pennsylvania; Instructor(s): Goral, Sawyer; 
Semester: Fall 2023; Course: 48732; Title: Sustainable Design Synthesis; Units: 0,12,24; Lec/Sec: A; Days: F; Begin: 09:00AM; End: 11:20AM; Bldg/Room: MM 415IW; Location: Pittsburgh, Pennsylvania; Instructor(s): Sawyer; 
Semester: Fall 2023; Course: 48733; Title: Environmental Performance Simulation; Units: 0-3; Lec/Sec: A; Days: TR; Begin: 09:30AM; End: 10:50AM; Bldg/Room: CFA 206A; Location: Pittsburgh, Pennsylvania; Instructor(s): Li; 
Semester: Fall 2023; Course: 48734; Title: IDeaTe: Possibilistic Design; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 07:00PM; End: 08:20PM; Bldg/Room: HL A10; Location: Pittsburgh, Pennsylvania; Instructor(s): Goral; 
Semester: Fall 2023; Course: 48736; Title: Master's Independent Study; Units: 0-99; Lec/Sec: C; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Cupkova; 
Semester: Fall 2023; Course: 48736; Title: Master's Independent Study; Units: 0-99; Lec/Sec: E; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Cochran; 
Semester: Fall 2023; Course: 48736; Title: Master's Independent Study; Units: 0-99; Lec/Sec: F; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Sawyer; 
Semester: Fall 2023; Course: 48736; Title: Master's Independent Study; Units: 0-99; Lec/Sec: I; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Gruber; 
Semester: Fall 2023; Course: 48736; Title: Master's Independent Study; Units: 0-99; Lec/Sec: J; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Byrne; 
Semester: Fall 2023; Course: 48736; Title: Master's Independent Study; Units: 0-99; Lec/Sec: M; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Cardoso Llach; 
Semester: Fall 2023; Course: 48736; Title: Master's Independent Study; Units: 0-99; Lec/Sec: O; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Huber; 
Semester: Fall 2023; Course: 48736; Title: Master's Independent Study; Units: 0-99; Lec/Sec: R; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Baird; 
Semester: Fall 2023; Course: 48736; Title: Master's Independent Study; Units: 0-99; Lec/Sec: V; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Loftness; 
Semester: Fall 2023; Course: 48736; Title: Master's Independent Study; Units: 0-99; Lec/Sec: X; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Lee; 
Semester: Fall 2023; Course: 48740; Title: Urban Design Methods and Theory; Units: 9.0; Lec/Sec: A; Days: F; Begin: 09:00AM; End: 11:50AM; Bldg/Room: CFA 211; Location: Pittsburgh, Pennsylvania; Instructor(s): Kline; 
Semester: Fall 2023; Course: 48742; Title: Planning and Public Policy for the Future of Urbanism; Units: VAR; Lec/Sec: A; Days: T; Begin: 07:00PM; End: 09:50PM; Bldg/Room: MM 415IW; Location: Pittsburgh, Pennsylvania; Instructor(s): Chambers; 
Semester: Fall 2023; Course: 48743; Title: Introduction to Ecological Design Thinking; Units: 9.0; Lec/Sec: A; Days: W; Begin: 10:00AM; End: 12:20PM; Bldg/Room: MM 321; Location: Pittsburgh, Pennsylvania; Instructor(s): Cupkova; 
Semester: Fall 2023; Course: 48750; Title: Histories of Urban Design:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 48750; Title: Histories of Urban Design; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 03:30PM; End: 04:50PM; Bldg/Room: CFA 102; Location: Pittsburgh, Pennsylvania; Instructor(s): Shaw; 
Semester: Fall 2023; Course: 48753; Title: Intro to Urban Design Media; Units: 6.0; Lec/Sec: A; Days: M; Begin: 09:00AM; End: 10:50AM; Bldg/Room: CFA 206A; Location: Pittsburgh, Pennsylvania; Instructor(s): Abraham; 
Semester: Fall 2023; Course: 48755; Title: Introduction to Architectural Robotics:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Fall 2023; Course: 48755; Title: Introduction to Architectural Robotics; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 02:00PM; End: 03:50PM; Bldg/Room: MM C4; Location: Pittsburgh, Pennsylvania; Instructor(s): Bard; 
Semester: Fall 2023; Course: 48763; Title: Protean Systems: Sustainable Solutions for Uncertain Futures; Units: VAR; Lec/Sec: A; Days: MW; Begin: 11:00AM; End: 12:20PM; Bldg/Room: MM 415IW; Location: Pittsburgh, Pennsylvania; Instructor(s): Lee; 
Semester: Fall 2023; Course: 48765; Title: AECM Synthesis Project; Units: 12.0; Lec/Sec: A; Days: MWF; Begin: 02:00PM; End: 03:20PM; Bldg/Room: MM 415IW; Location: Pittsburgh, Pennsylvania; Instructor(s): Lee; 
Semester: Fall 2023; Course: 48767; Title: Transdisciplinary Thinking; Units: 12.0; Lec/Sec: A; Days: MWF; Begin: 03:30PM; End: 04:50PM; Bldg/Room: MM 415IW; Location: Pittsburgh, Pennsylvania; Instructor(s): Quick; 
Semester: Fall 2023; Course: 48768; Title: Indoor Environmental Quality (IEQ); Energy, Health and Productivity; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 09:30AM; End: 10:50AM; Bldg/Room: CFA 303; Location: Pittsburgh, Pennsylvania; Instructor(s): Pathak; 
Semester: Fall 2023; Course: 48769; Title: Thesis/Project; Units: VAR; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Cochran, Loftness; 
Semester: Fall 2023; Course: 48769; Title: Thesis/Project; Units: VAR; Lec/Sec: B; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Cardoso Llach; 
Semester: Fall 2023; Course: 48769; Title: Thesis/Project; Units: VAR; Lec/Sec: C; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Cochran; 
Semester: Fall 2023; Course: 48769; Title: Thesis/Project; Units: VAR; Lec/Sec: D; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Loftness; 
Semester: Fall 2023; Course: 48769; Title: Thesis/Project; Units: VAR; Lec/Sec: E; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Varma; 
Semester: Fall 2023; Course: 48769; Title: Thesis/Project; Units: VAR; Lec/Sec: F; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Fall 2023; Course: 48769; Title: Thesis/Project; Units: VAR; Lec/Sec: G; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Fall 2023; Course: 48771; Title: Fabricating Customization: Prototype; Units: 9.0; Lec/Sec: A; Days: MF; Begin: 09:30AM; End: 10:50AM; Bldg/Room: MM C4; Location: Pittsburgh, Pennsylvania; Instructor(s): Ficca; 
Semester: Fall 2023; Course: 48772; Title: MAAD Advanced Synthesis Options Studio I; Units: 18.0; Lec/Sec: A; Days: TR; Begin: 01:00PM; End: 04:50PM; Bldg/Room: MM 312; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Fall 2023; Course: 48772; Title: MAAD Advanced Synthesis Options Studio I; Units: 18.0; Lec/Sec: B; Days: TR; Begin: 01:00PM; End: 04:50PM; Bldg/Room: MM 312; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Fall 2023; Course: 48772; Title: MAAD Advanced Synthesis Options Studio I; Units: 18.0; Lec/Sec: C; Days: TR; Begin: 01:00PM; End: 04:50PM; Bldg/Room: MM 312; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Fall 2023; Course: 48772; Title: MAAD Advanced Synthesis Options Studio I; Units: 18.0; Lec/Sec: D; Days: TR; Begin: 01:00PM; End: 04:50PM; Bldg/Room: MM 312; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Fall 2023; Course: 48772; Title: MAAD Advanced Synthesis Options Studio I; Units: 18.0; Lec/Sec: E; Days: TR; Begin: 01:00PM; End: 04:50PM; Bldg/Room: MM 312; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Fall 2023; Course: 48774; Title: MAAD Pro-seminar I; Units: 3.0; Lec/Sec: A; Days: MW; Begin: 09:30AM; End: 10:50AM; Bldg/Room: CFA 214; Location: Pittsburgh, Pennsylvania; Instructor(s): Gutschow; 
Semester: Fall 2023; Course: 48783; Title: Generative Modeling (GRAD); Units: 9.0; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Bard; 
Semester: Fall 2023; Course: 48785; Title: MAAD Research by Design Project; Units: 18.0; Lec/Sec: A; Days: TR; Begin: 01:00PM; End: 04:50PM; Bldg/Room: MM 312; Location: Pittsburgh, Pennsylvania; Instructor(s): Bard, Ficca; 
Semester: Fall 2023; Course: 48786; Title: PORTFOLIO & RESUME PREPARATION (G); Units: 3.0; Lec/Sec: A2; Days: F; Begin: 11:00AM; End: 12:20PM; Bldg/Room: MM 409; Location: Pittsburgh, Pennsylvania; Instructor(s): Bizon; 
Semester: Fall 2023; Course: 48788; Title: Proseminar in Computational Design; Units: 6.0; Lec/Sec: A; Days: F; Begin: 10:00AM; End: 12:20PM; Bldg/Room: MM 307; Location: Pittsburgh, Pennsylvania; Instructor(s): Cardoso Llach; 
Semester: Fall 2023; Course: 48792; Title: Ph.D. Independent Study; Units: 0-99; Lec/Sec: B; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Bard; 
Semester: Fall 2023; Course: 48792; Title: Ph.D. Independent Study; Units: 0-99; Lec/Sec: E; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Cochran; 
Semester: Fall 2023; Course: 48792; Title: Ph.D. Independent Study; Units: 0-99; Lec/Sec: J; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Lee; 
Semester: Fall 2023; Course: 48792; Title: Ph.D. Independent Study; Units: 0-99; Lec/Sec: M; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Cardoso Llach; 
Semester: Fall 2023; Course: 48792; Title: Ph.D. Independent Study; Units: 0-99; Lec/Sec: N; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Rehman; 
Semester: Fall 2023; Course: 48792; Title: Ph.D. Independent Study; Units: 0-99; Lec/Sec: O; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Byrne, Sawyer; 
Semester: Fall 2023; Course: 48792; Title: Ph.D. Independent Study; Units: 0-99; Lec/Sec: P; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Fall 2023; Course: 48792; Title: Ph.D. Independent Study; Units: 0-99; Lec/Sec: R; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Sawyer; 
Semester: Fall 2023; Course: 48792; Title: Ph.D. Independent Study; Units: 0-99; Lec/Sec: V; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Loftness; 
Semester: Fall 2023; Course: 48792; Title: Ph.D. Independent Study; Units: 0-99; Lec/Sec: X; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Rehman, Yang; 
Semester: Fall 2023; Course: 48793; Title: Ph.D. Thesis; Units: 0-99; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Cardoso Llach, Cochran, Hartkopf, Krishnamurti, Lam, Lee, Lee, Loftness, Sawyer; 
Semester: Fall 2023; Course: 48797; Title: PhD Dissertation Defense; Units: 5.0,36; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Cardoso Llach, Lee, Hartkopf, Loftness, Cochran, Krishnamurti, Lee; 
Semester: Fall 2023; Course: 48798; Title: HVAC and Power Supply for Low-Carbon Buildings; Units: VAR; Lec/Sec: A; Days: TR; Begin: 12:30PM; End: 01:50PM; Bldg/Room: MM 415IW; Location: Pittsburgh, Pennsylvania; Instructor(s): Baird; 
Semester: Fall 2023; Course: 48811; Title: Proposal Preparation; Units: VAR; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Sawyer; 
Semester: Fall 2023; Course: 48811; Title: Proposal Preparation; Units: VAR; Lec/Sec: E; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Cochran; 
Semester: Fall 2023; Course: 48811; Title: Proposal Preparation; Units: VAR; Lec/Sec: O; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Lee; 
Semester: Fall 2023; Course: 48811; Title: Proposal Preparation; Units: VAR; Lec/Sec: R; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Krishnamurti; 
Semester: Fall 2023; Course: 48811; Title: Proposal Preparation; Units: VAR; Lec/Sec: V; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Loftness; 
Semester: Fall 2023; Course: 48812; Title: Thesis Preparation DPP; Units: VAR; Lec/Sec: D; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Cardoso Llach; 
Semester: Fall 2023; Course: 48812; Title: Thesis Preparation DPP; Units: VAR; Lec/Sec: O; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Fall 2023; Course: 48812; Title: Thesis Preparation DPP; Units: VAR; Lec/Sec: R; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Fall 2023; Course: 48812; Title: Thesis Preparation DPP; Units: VAR; Lec/Sec: V; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Loftness; 
Semester: Fall 2023; Course: Art; Title: Thesis Preparation DPP; Units: VAR; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; Instructor(s): ; 
Semester: Fall 2023; Course: 60104; Title: Foundations: Art First-Year Seminar; Units: 6.0; Lec/Sec: A; Days: F; Begin: 09:00AM; End: 10:50AM; Bldg/Room: DH B309; Location: Pittsburgh, Pennsylvania; Instructor(s): Yeh; 
Semester: Fall 2023; Course: 60105; Title: Cultural History of the Visual Arts; Units: 9.0; Lec/Sec: A; Days: M; Begin: 07:00PM; End: 09:20PM; Bldg/Room: PH A19; Location: Pittsburgh, Pennsylvania; Instructor(s): Versari; 
Semester: Fall 2023; Course: 60105; Title: Cultural History of the Visual Arts; Units: 9.0; Lec/Sec: B; Days: W; Begin: 07:00PM; End: 09:20PM; Bldg/Room: PH A19; Location: Pittsburgh, Pennsylvania; Instructor(s): Versari; 
Semester: Fall 2023; Course: 60110; Title: Foundations: Time-Based Media; Units: 10.0; Lec/Sec: A; Days: MW; Begin: 07:00PM; End: 09:20PM; Bldg/Room: BH 140A; Location: Pittsburgh, Pennsylvania; Instructor(s): Andrew; 
Semester: Fall 2023; Course: 60110; Title: Foundations: Time-Based Media; Units: 10.0; Lec/Sec: B; Days: MW; Begin: 02:00PM; End: 04:50PM; Bldg/Room: CFA 317; Location: Pittsburgh, Pennsylvania; Instructor(s): DeYoung; 
Semester: Fall 2023; Course: 60110; Title: Foundations: Time-Based Media; Units: 10.0; Lec/Sec: C; Days: TR; Begin: 08:00AM; End: 10:50AM; Bldg/Room: CFA 317; Location: Pittsburgh, Pennsylvania; Instructor(s): Shapass; 
Semester: Fall 2023; Course: 60110; Title: Foundations: Time-Based Media; Units: 10.0; Lec/Sec: D; Days: TR; Begin: 02:00PM; End: 04:50PM; Bldg/Room: WEH 5202; Location: Pittsburgh, Pennsylvania; Instructor(s): Shapass; 
Semester: Fall 2023; Course: 60125; Title: IDeATe: Introduction to 3D Animation Pipeline; Units: 12.0; Lec/Sec: A; Days: TR; Begin: 02:00PM; End: 03:20PM; Bldg/Room: CYH 100A; Location: Pittsburgh, Pennsylvania; Instructor(s): Mahler; 
Semester: Fall 2023; Course: 60131; Title: Foundations: Sculpture; Units: 10.0; Lec/Sec: A; Days: MW; Begin: 08:00AM; End: 10:50AM; Bldg/Room: DH C200; Location: Pittsburgh, Pennsylvania; Instructor(s): Ku; 
Semester: Fall 2023; Course: 60131; Title: Foundations: Sculpture; Units: 10.0; Lec/Sec: B; Days: MW; Begin: 02:00PM; End: 04:50PM; Bldg/Room: DH C200; Location: Pittsburgh, Pennsylvania; Instructor(s): Hansen; 
Semester: Fall 2023; Course: 60131; Title: Foundations: Sculpture; Units: 10.0; Lec/Sec: C; Days: TR; Begin: 08:00AM; End: 10:50AM; Bldg/Room: DH C200; Location: Pittsburgh, Pennsylvania; Instructor(s): Ransom; 
Semester: Fall 2023; Course: 60131; Title: Foundations: Sculpture; Units: 10.0; Lec/Sec: D; Days: TR; Begin: 02:00PM; End: 04:50PM; Bldg/Room: DH C200; Location: Pittsburgh, Pennsylvania; Instructor(s): Ransom; 
Semester: Fall 2023; Course: 60136; Title: Ceramics for Non-Majors; Units: 10.0; Lec/Sec: A; Days: MW; Begin: 10:00AM; End: 12:50PM; Bldg/Room: DH B301; Location: Pittsburgh, Pennsylvania; Instructor(s): Sekino-Bove; 
Semester: Fall 2023; Course: 60136; Title: Ceramics for Non-Majors; Units: 10.0; Lec/Sec: B; Days: MW; Begin: 02:00PM; End: 04:50PM; Bldg/Room: DH B301; Location: Pittsburgh, Pennsylvania; Instructor(s): Sekino-Bove; 
Semester: Fall 2023; Course: 60141; Title: Black and White Photography I; Units: 10.0; Lec/Sec: A; Days: MW; Begin: 07:00PM; End: 09:50PM; Bldg/Room: MM B10; Location: Pittsburgh, Pennsylvania; Instructor(s): Carroll; 
Semester: Fall 2023; Course: 60141; Title: Black and White Photography I; Units: 10.0; Lec/Sec: B; Days: MW; Begin: 02:00PM; End: 04:50PM; Bldg/Room: MM B10; Location: Pittsburgh, Pennsylvania; Instructor(s): Carroll; 
Semester: Fall 2023; Course: 60141; Title: Black and White Photography I; Units: 10.0; Lec/Sec: C; Days: TR; Begin: 08:00AM; End: 10:50AM; Bldg/Room: MM B10; Location: Pittsburgh, Pennsylvania; Instructor(s): Antonelli; 
Semester: Fall 2023; Course: 60142; Title: Digital Photography I; Units: 10.0; Lec/Sec: A; Days: MW; Begin: 02:00PM; End: 04:50PM; Bldg/Room: MM B2; Location: Pittsburgh, Pennsylvania; Instructor(s): Mantle; 
Semester: Fall 2023; Course: 60142; Title: Digital Photography I; Units: 10.0; Lec/Sec: B; Days: TR; Begin: 02:00PM; End: 04:50PM; Bldg/Room: MM B2; Location: Pittsburgh, Pennsylvania; Instructor(s): Blum; 
Semester: Fall 2023; Course: 60150; Title: Foundations: Drawing; Units: 10.0; Lec/Sec: A; Days: MW; Begin: 08:00AM; End: 10:50AM; Bldg/Room: CFA 308; Location: Pittsburgh, Pennsylvania; Instructor(s): Ferrell; 
Semester: Fall 2023; Course: 60150; Title: Foundations: Drawing; Units: 10.0; Lec/Sec: B; Days: MW; Begin: 02:00PM; End: 04:50PM; Bldg/Room: CFA 308; Location: Pittsburgh, Pennsylvania; Instructor(s): Henderson; 
Semester: Fall 2023; Course: 60150; Title: Foundations: Drawing; Units: 10.0; Lec/Sec: C; Days: TR; Begin: 08:00AM; End: 10:50AM; Bldg/Room: CFA 313; Location: Pittsburgh, Pennsylvania; Instructor(s): Mullins; 
Semester: Fall 2023; Course: 60150; Title: Foundations: Drawing; Units: 10.0; Lec/Sec: D; Days: TR; Begin: 02:00PM; End: 04:50PM; Bldg/Room: CFA 308; Location: Pittsburgh, Pennsylvania; Instructor(s): Johnson; 
Semester: Fall 2023; Course: 60157; Title: Drawing for Non-Majors; Units: 10.0; Lec/Sec: A; Days: TR; Begin: 02:00PM; End: 04:50PM; Bldg/Room: CFA 313; Location: Pittsburgh, Pennsylvania; Instructor(s): Mullins; 
Semester: Fall 2023; Course: 60200; Title: Sophomore Review; Units: 0.0; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Jefferson; 
Semester: Fall 2023; Course: 60201; Title: Intermediate Studio: Social Practice; Units: 10.0; Lec/Sec: A; Days: TR; Begin: 08:00AM; End: 10:50AM; Bldg/Room: CFA 303; Location: Pittsburgh, Pennsylvania; Instructor(s): Rubin; 
Semester: Fall 2023; Course: 60212; Title: Intermediate Studio: Creative Coding; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 02:00PM; End: 04:50PM; Bldg/Room: CFA 303; Location: Pittsburgh, Pennsylvania; Instructor(s): Levin; 
Semester: Fall 2023; Course: 60213; Title: Intermediate Game Studio: Real Time 3D; Units: 10.0; Lec/Sec: A; Days: TR; Begin: 07:00PM; End: 09:50PM; Bldg/Room: CFA 303; Location: Pittsburgh, Pennsylvania; Instructor(s): Pedercini; 
